CiudadOrigen,CiudadDestino,Distancia
28,4,8.930671867222532683e+02
28,5,5.773955749743844535e+03
28,6,5.299661876006807688e+03
28,7,4.119937863609110536e+03
28,8,3.888506397063016266e+03
28,9,2.436405959605254338e+03
28,10,2.944686910352270388e+03
28,11,3.519805818507606091e+03
28,12,2.452868728652228583e+03
28,13,1.922255446084104506e+03
28,14,3.709747835096072777e+03
28,15,2.931291353652857197e+03
28,16,6.266381731110865076e+03
28,17,5.137390485450760025e+03
28,18,6.040290887035160267e+03
28,19,3.909316308512269643e+03
28,20,2.921199240038241442e+03
28,21,2.945350912879482166e+03
28,22,2.474259485179353760e+03
28,23,2.568802250076872042e+03
28,24,1.931128167678157979e+03
28,25,2.514458987535887445e+03
28,26,5.972842957922131973e+03
28,27,5.426335872391239718e+03
28,28,0.000000000000000000e+00
28,29,5.611873573059179762e+03
28,30,4.823012440373754544e+03
29,0,3.114921026286220240e+03
29,1,6.813088653466942560e+03
29,2,3.580280435943530847e+03
29,3,7.858029396738090327e+03
29,4,5.140422550724793837e+03
29,5,2.604611295375952977e+02
29,6,8.203298117220901986e+02
29,7,3.239168566160149567e+03
29,8,2.660029511114491470e+03
29,9,6.706299202988187972e+03
29,10,2.675715978948438533e+03
29,11,2.127077337569087831e+03
29,12,3.218313222792337001e+03
29,13,3.689639684305230276e+03
29,14,2.081670963432982262e+03
29,15,4.033930341490789942e+03
29,16,7.257857810676646295e+02
29,17,9.225811617413396561e+02
29,18,4.375945612093459545e+02
29,19,1.732434414343007575e+03
29,20,3.086086518553878705e+03
29,21,3.619090631636627222e+03
29,22,3.168025410251628728e+03
29,23,5.965464776528313450e+03
29,24,3.747249791513771015e+03
29,25,7.538721973915738090e+03
29,26,3.730656778638313540e+02
29,27,5.579838707346297042e+02
29,28,5.611873573059179762e+03
29,29,0.000000000000000000e+00
29,30,1.715888691028646008e+03
30,0,1.573157652620995350e+03
30,1,6.000585388110063832e+03
30,2,2.440564279014179192e+03
30,3,7.407991360686107328e+03
30,4,4.610533374784310581e+03
30,5,1.658197213843998725e+03
30,6,9.154283150525768633e+02
30,7,1.558360997971907636e+03
30,8,1.121456642050864048e+03
30,9,6.476804227394865848e+03
30,10,2.086133744513999318e+03
30,11,1.557664919037467371e+03
30,12,2.841839193198657995e+03
30,13,3.031376749927333094e+03
30,14,1.203797325134094081e+03
30,15,2.571627500241821508e+03
30,16,2.383913798777128704e+03
30,17,7.933536411966607602e+02
30,18,1.931075607012837736e+03
30,19,1.812077536972411053e+03
30,20,3.114236342990043340e+03
30,21,2.223649477772969476e+03
30,22,2.426288729726946713e+03
30,23,5.912005412717413492e+03
30,24,3.273237693782717088e+03
30,25,7.100628493309588521e+03
30,26,2.018024776854833362e+03
30,27,1.180006779641540788e+03
30,28,4.823012440373754544e+03
30,29,1.715888691028646008e+03
30,30,0.000000000000000000e+00
31,0,0
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,0
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,0
31,17,0
31,18,0
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
31,27,0
31,28,0
31,29,0
31,30,0
31,31,0
0,31,0
1,31,0
2,31,0
3,31,0
4,31,0
5,31,0
6,31,0
7,31,0
8,31,0
9,31,0
10,31,0
11,31,0
12,31,0
13,31,0
14,31,0
15,31,0
16,31,0
17,31,0
18,31,0
19,31,0
20,31,0
21,31,0
22,31,0
23,31,0
24,31,0
25,31,0
26,31,0
27,31,0
28,31,0
29,31,0
30,31,0
